id,error
894,1.836182
895,1.833843
896,5.265384
897,1.750309
898,5.102282
899,2.269672
900,4.752506
901,3.227305
902,3.952393
903,2.569119
904,1.562070
905,4.173781
906,1.008755
907,0.816252
908,1.617972
909,4.490193
910,2.984398
911,4.275645
912,4.826311
913,2.552276
914,0.426289
915,2.562022
916,2.246728
917,2.064223
918,3.184470
919,4.623523
920,4.429575
921,1.995051
922,1.143524
923,1.292417
924,2.098198
925,4.423183
926,4.866876
927,4.166687
928,3.114231
929,4.569728
930,5.453098
931,5.097947
932,2.281425
933,3.019497
934,4.440135
935,5.678957
936,4.972815
937,3.443698
938,1.810243
939,3.223365
940,1.482007
941,4.296651
942,2.385145
943,2.012336
944,1.879187
945,2.510883
946,4.774428
947,3.031662
948,0.952801
949,3.187385
950,4.825061
951,2.969860
952,1.902513
953,3.866724
954,2.480511
955,1.445028
956,3.455254
957,4.449677
958,5.246589
959,4.665772
960,2.083422
961,4.335786
962,1.655872
963,4.592742
964,3.488242
965,1.277590
966,2.417236
967,5.025415
968,1.022266
969,4.826121
970,5.188425
971,5.470589
972,5.319396
973,5.330383
974,2.177791
975,2.264142
976,4.828736
977,4.645945
978,2.369693
979,5.254277
980,5.611621
981,2.363738
982,3.643180
983,4.989397
984,3.064868
985,3.913983
986,3.070176
987,2.537534
988,4.174546
989,3.300141
990,3.894344
991,5.090940
992,4.453326
993,5.285776
994,4.589600
995,1.047860
996,3.172812
997,3.304868
998,1.776252
999,4.635924
1000,1.239554
1001,3.465570
1002,1.226039
1003,2.864601
1004,2.522502
1005,4.376003
1006,0.923531
1007,2.886495
1008,5.368320
1009,1.087260
1010,2.786851
1011,0.496822
1012,4.148841
1013,2.721074
1014,4.033849
1015,5.259249
1016,0.613226
1017,5.035898
1018,2.917746
1019,1.879314
1020,1.437390
1021,0.965794
1022,2.745788
1023,3.887966
1024,0.704466
1025,3.325620
1026,3.889569
1027,4.098956
1028,1.121249
1029,5.284313
1030,2.201591
1031,1.532996
1032,4.143302
1033,1.806013
1034,2.486205
1035,1.451445
1036,5.405673
1037,5.376538
1038,1.060355
1039,5.511564
1040,4.268697
1041,1.049634
1042,3.595114
1043,1.104981
1044,3.763998
1045,0.613899
1046,4.885171
1047,3.782185
1048,2.514632
1049,1.377276
1050,2.022189
1051,0.966841
1052,5.219777
1053,5.032071
1054,5.000712
1055,0.400535
1056,5.221911
1057,2.774713
1058,1.010447
1059,0.772766
1060,5.156276
1061,3.679418
1062,1.508287
1063,2.045954
1064,0.648406
1065,2.002809
1066,4.196171
1067,3.274646
1068,2.559069
1069,4.680436
1070,1.689397
1071,0.951773
1072,2.373666
1073,5.158139
1074,2.541286
1075,3.284534
1076,1.830343
1077,2.397941
1078,3.686674
1079,1.743598
1080,2.125819
1081,5.278137
1082,3.873369
1083,1.006738
1084,1.744940
1085,2.274952
1086,4.939513
1087,3.184080
1088,0.567750
1089,3.780473
1090,1.665361
1091,1.514678
1092,5.410528
1093,3.092879
1094,5.092680
1095,1.662134
1096,4.908010
1097,4.535150
1098,3.284594
1099,1.871559
1100,0.785716
1101,2.090097
1102,3.074791
1103,1.463165
1104,3.992765
1105,0.477971
1106,2.432863
1107,0.617089
1108,3.595389
1109,1.008894
1110,3.990189
1111,4.254241
1112,5.318730
1113,3.145760
1114,2.981798
1115,1.901916
1116,2.374573
1117,0.750185
1118,1.755148
1119,1.388472
1120,1.905800
1121,3.532135
1122,2.868244
1123,5.539858
1124,3.864174
1125,5.138414
1126,1.464089
1127,3.297367
1128,1.335944
1129,5.081402
1130,0.572926
1131,3.513530
1132,3.048096
1133,1.785837
1134,1.891240
1135,3.697315
1136,4.025372
1137,3.236750
1138,1.422372
1139,1.356890
1140,2.068341
1141,3.750187
1142,4.416448
1143,4.715513
1144,1.546910
1145,0.546614
1146,1.854666
1147,2.815918
1148,1.884429
1149,5.161292
1150,1.271322
1151,2.222360
1152,2.761670
1153,5.021953
1154,4.173910
1155,5.367545
1156,4.605574
1157,4.259185
1158,3.160262
1159,1.059601
1160,3.079500
1161,5.016606
1162,5.232592
1163,2.858151
1164,5.181341
1165,5.036098
1166,4.990654
1167,2.043866
1168,2.677504
1169,3.126554
1170,1.195712
1171,1.831566
1172,2.259898
1173,0.460504
1174,2.060825
1175,2.793700
1176,4.881601
1177,5.438008
1178,4.028365
1179,5.062726
1180,3.602172
1181,5.374870
1182,3.066622
1183,5.300539
1184,3.046451
1185,0.963263
1186,1.867155
1187,2.152336
1188,1.591800
1189,4.234789
1190,1.650195
1191,4.723409
1192,1.923522
1193,5.099880
1194,3.932479
1195,1.928522
1196,4.103580
1197,4.687625
1198,1.228237
1199,4.220959
1200,1.920053
1201,2.205795
1202,3.832552
1203,1.214899
1204,5.397752
1205,4.372069
1206,1.511991
1207,2.087656
1208,5.212335
1209,3.785141
1210,2.675290
1211,5.304065
1212,2.115651
1213,2.567900
1214,2.179517
1215,5.347519
1216,1.782447
1217,0.588434
1218,2.081492
1219,0.641602
1220,4.565261
1221,3.865632
1222,1.036022
1223,1.465917
1224,3.673370
1225,3.225314
1226,3.099420
1227,0.843688
1228,1.060440
1229,2.258736
1230,4.555176
1231,4.748820
1232,4.563005
1233,4.849095
1234,1.400463
1235,0.937867
1236,0.998146
1237,3.999988
1238,3.637074
1239,1.862647
1240,2.072662
1241,4.431566
1242,3.986247
1243,1.422917
1244,5.301702
1245,0.726194
1246,2.222993
1247,4.355733
1248,1.296014
1249,2.381285
1250,1.597004
1251,1.197854
1252,1.676601
1253,0.477170
1254,3.079374
1255,4.633586
1256,3.859864
1257,2.943200
1258,0.518134
1259,0.721731
1260,4.701199
1261,1.398110
1262,0.946102
1263,1.938446
1264,4.347523
1265,0.842127
1266,1.552378
1267,5.074529
1268,2.803295
1269,3.686465
1270,3.291233
1271,4.297955
1272,0.542568
1273,3.267067
1274,3.627390
1275,5.045704
1276,3.895742
1277,0.928280
1278,3.483315
1279,3.773553
1280,3.740700
1281,0.499760
1282,5.063686
1283,1.393126
1284,2.843290
1285,1.752013
1286,3.621932
1287,4.172812
1288,5.118576
1289,3.359625
1290,5.398201
1291,2.996558
1292,2.712239
1293,2.788209
1294,5.857623
1295,1.636947
1296,2.080555
1297,1.938536
1298,0.754577
1299,5.460368
1300,3.204641
1301,2.748095
1302,4.884892
1303,3.225078
1304,3.095724
1305,4.889444
1306,4.531779
1307,1.354638
1308,2.731458
1309,4.125036
1310,1.320653
1311,3.930910
1312,3.126320
1313,4.229072
1314,5.261622
1315,3.766774
1316,4.840247
1317,4.940015
1318,3.839395
1319,5.152302
1320,0.573259
1321,5.321698
1322,0.636222
1323,3.821650
1324,1.984011
1325,4.955774
1326,2.393176
1327,0.356215
1328,4.261355
1329,1.615935
1330,1.837196
1331,4.931799
1332,1.407313
1333,4.111626
1334,5.031809
1335,3.150160
1336,1.106561
1337,4.229739
1338,5.765132
1339,1.033415
1340,2.110213
1341,1.031393
1342,2.108688
1343,0.833775
1344,2.630025
1345,4.209533
1346,3.443334
1347,5.329722
1348,1.329313
1349,1.923955
1350,4.896299
1351,5.482978
1352,4.468467
1353,5.738695
1354,3.780492
1355,2.848397
1356,4.565497
1357,2.073174
1358,0.714065
1359,2.763773
1360,2.210099
1361,1.928221
1362,4.574988
1363,3.286419
1364,3.761793
1365,5.066177
1366,5.366282
1367,5.141436
1368,1.785150
1369,4.387408
1370,3.795464
1371,1.988715
1372,2.107790
1373,2.374230
1374,2.271232
1375,5.294658
1376,1.974945
1377,3.789639
1378,5.334127
1379,2.226963
1380,0.810071
1381,2.092292
1382,0.683655
1383,0.953029
1384,3.499123
1385,0.871683
1386,2.986354
1387,0.575323
1388,1.782417
1389,0.738470
1390,3.359611
1391,1.440995
1392,5.497758
1393,3.978969
1394,2.694007
1395,4.319912
1396,2.016496
1397,3.920875
1398,2.977220
1399,4.765899
1400,2.583979
1401,1.079559
1402,4.286381
1403,2.687065
1404,1.421666
1405,4.301721
1406,2.316584
1407,2.025039
1408,1.094466
1409,1.041754
1410,0.761894
1411,3.726893
1412,0.679577
1413,1.094756
1414,2.097090
1415,3.825977
1416,4.404745
1417,3.281994
1418,1.716843
1419,2.780946
1420,3.816515
1421,2.701522
1422,1.241978
1423,5.308289
1424,1.558811
1425,2.995393
1426,4.014473
1427,2.682260
1428,4.750736
1429,3.695378
1430,4.920148
1431,0.838983
1432,2.334203
1433,5.228868
1434,4.537688
1435,5.609410
1436,4.090710
1437,0.581262
1438,1.480483
1439,3.997565
1440,3.791602
1441,0.997722
1442,2.784561
1443,3.214467
1444,3.577939
1445,1.008293
1446,1.018639
1447,4.645832
1448,2.231120
1449,0.816930
1450,3.697387
1451,5.455309
1452,2.592666
1453,5.184912
1454,1.977736
1455,5.257115
1456,1.565484
1457,3.348587
1458,4.422061
1459,4.200192
1460,1.946092
1461,2.197666
1462,5.376114
1463,2.094467
1464,2.706064
1465,1.840187
1466,4.760710
1467,3.939741
1468,5.114956
1469,2.039328
1470,3.327250
1471,2.473852
1472,1.325934
1473,2.621697
1474,5.858605
1475,2.962602
1476,3.450866
1477,1.566829
1478,2.912989
1479,2.140132
1480,2.998707
1481,2.279896
1482,5.468724
1483,2.480119
1484,5.334891
1485,2.999073
1486,4.083757
1487,0.864905
1488,5.343331
1489,4.651909
1490,2.814766
1491,1.320913
1492,4.515043
1493,3.763865
1494,0.772203
1495,4.815947
1496,2.532041
1497,2.902218
1498,2.398358
1499,3.516419
1500,4.472680
1501,4.013607
1502,5.205647
1503,4.618300
1504,0.875592
1505,4.327759
1506,1.726698
1507,2.196311
1508,4.727840
1509,0.831337
1510,4.668939
1511,4.483269
1512,1.189220
1513,4.162220
1514,2.712928
1515,4.477171
1516,5.355814
1517,1.905301
1518,1.279232
1519,4.351568
1520,3.452899
1521,4.349562
1522,3.109679
1523,2.114873
1524,0.479352
1525,2.891565
1526,4.777118
1527,1.321270
1528,2.355510
1529,5.406712
1530,3.212114
1531,2.441417
1532,3.028736
1533,5.244688
1534,4.745517
1535,5.666049
1536,3.639518
1537,4.997291
1538,4.718167
1539,2.244196
1540,5.154249
1541,1.363451
1542,0.600640
1543,1.524334
1544,1.457991
1545,5.209367
1546,3.885669
1547,3.557037
1548,5.001788
1549,4.533007
1550,1.946062
1551,4.447534
1552,3.667587
1553,5.310799
1554,4.771995
1555,3.669362
1556,3.642209
1557,1.351690
1558,3.073988
1559,1.565207
1560,0.713831
1561,1.003695
1562,2.816478
1563,3.399187
1564,2.026386
1565,1.660456
1566,4.889295
1567,2.327404
1568,1.337955
1569,4.820080
1570,0.801157
1571,4.881087
1572,2.640823
1573,1.953373
1574,2.916308
1575,4.825003
1576,1.102252
1577,4.468583
1578,2.181486
1579,1.774331
1580,2.782721
1581,1.353946
1582,4.524539
1583,3.819531
1584,1.628932
1585,3.697174
1586,4.632688
1587,1.876384
1588,2.186172
1589,0.732323
1590,5.340912
1591,3.673395
1592,5.716519
1593,5.404023
1594,5.201531
1595,4.664258
1596,4.355258
1597,0.519136
1598,5.191254
1599,1.238345
1600,2.341842
1601,1.001296
1602,0.534505
1603,4.869725
1604,5.186997
1605,2.668374
1606,4.893477
1607,1.822339
1608,0.536538
1609,2.798516
1610,2.547546
1611,2.223779
1612,0.630949
1613,5.091389
1614,1.212798
1615,4.780966
1616,1.136847
1617,2.443638
1618,1.016772
1619,2.489031
1620,2.256241
1621,1.079423
1622,2.632556
1623,1.341271
1624,1.347301
1625,4.613717
1626,1.066607
1627,1.005173
1628,2.354577
1629,2.660285
1630,4.420785
1631,0.784380
1632,3.635401
1633,5.317466
1634,2.810579
1635,5.149791
1636,1.897179
1637,1.577786
1638,2.996140
1639,3.916949
1640,2.381979
1641,1.239837
1642,2.332707
1643,4.731993
1644,3.423019
1645,3.452590
1646,0.740340
1647,0.779498
1648,3.283082
1649,4.991056
1650,4.997314
1651,4.143343
1652,2.275505
1653,1.717332
1654,4.876130
1655,1.830616
1656,2.532403
1657,3.749505
1658,4.080439
1659,4.491365
1660,3.805802
1661,3.468470
1662,5.025672
1663,4.439959
1664,1.099955
1665,1.826832
1666,5.157651
1667,4.991840
1668,3.887943
1669,3.137384
1670,3.674263
1671,4.290535
1672,1.577068
1673,3.736603
1674,3.636082
1675,1.652181
1676,5.327817
1677,1.367292
1678,3.038567
1679,4.018278
1680,2.141587
1681,4.579747
1682,4.630476
1683,1.990593
1684,3.902805
1685,3.449238
1686,5.445184
1687,1.272772
1688,1.285223
1689,2.037394
1690,2.438720
1691,3.820573
1692,1.518338
1693,3.932047
1694,3.137956
1695,0.644967
1696,0.912755
1697,5.236876
1698,3.091725
1699,4.216721
1700,3.200740
1701,4.656627
1702,2.910642
1703,2.316284
1704,3.158171
1705,3.445394
1706,2.693129
1707,1.236659
1708,3.813754
1709,5.241970
1710,0.878575
1711,3.445180
1712,3.356377
1713,4.341691
1714,2.733393
1715,1.345289
1716,1.370464
1717,0.788903
1718,3.900447
1719,1.826079
1720,0.813198
1721,3.150568
1722,0.977228
1723,2.083860
1724,2.142033
1725,2.543949
1726,1.543816
1727,4.728270
1728,3.621069
1729,4.430358
1730,3.973635
1731,2.532132
1732,5.019222
1733,3.236454
1734,3.025869
1735,0.465546
1736,1.565626
1737,2.735714
1738,4.196179
1739,1.889286
1740,4.069224
1741,3.465147
1742,3.815630
1743,1.340625
1744,2.365889
1745,4.380912
1746,2.735609
1747,2.918686
1748,2.410705
1749,5.230886
1750,1.654941
1751,4.761684
1752,4.188204
1753,2.380928
1754,5.329265
1755,4.321880
1756,1.874446
1757,0.494143
1758,1.565976
1759,3.818862
1760,0.541305
1761,1.738339
1762,4.558778
1763,1.981074
1764,4.134211
1765,1.312274
1766,1.295899
1767,5.160819
1768,3.913708
1769,2.645506
1770,0.999486
1771,0.963965
1772,4.731391
1773,5.008233
1774,2.983826
1775,0.563635
1776,4.694050
1777,5.893984
1778,5.206225
1779,5.362794
1780,0.855617
1781,4.709825
1782,2.050170
1783,5.180376
1784,4.225512
1785,5.110783
1786,0.991527
1787,1.228240
1788,5.154994
1789,1.288454
1790,2.549890
1791,0.840509
1792,1.989763
1793,2.354878
1794,4.060804
1795,0.872890
1796,4.493202
1797,1.600258
1798,1.327513
1799,1.773774
1800,2.015258
1801,3.059745
1802,2.145946
1803,0.695198
1804,4.922040
1805,3.284880
1806,1.895980
1807,4.763477
1808,4.757993
1809,5.166266
1810,4.161687
1811,1.579239
1812,2.174813
1813,1.233407
1814,1.285479
1815,3.581359
1816,4.708080
1817,1.246222
1818,1.604048
1819,1.901529
1820,2.328407
1821,4.002993
1822,2.995872
1823,2.627878
1824,0.561672
1825,5.010801
1826,3.617388
1827,2.853655
1828,3.491481
1829,2.500361
1830,0.850630
1831,0.492696
1832,1.806000
1833,4.710404
1834,1.208964
1835,2.421472
1836,1.797902
1837,2.845795
1838,1.135375
1839,0.720250
1840,4.647483
1841,2.106462
1842,4.259286
1843,5.064538
1844,3.081501
1845,3.274194
1846,1.407634
1847,3.175436
1848,3.659812
1849,1.516265
1850,2.244801
1851,1.405697
1852,4.529481
1853,4.164153
1854,3.106065
1855,1.221452
1856,1.958415
1857,4.329427
1858,4.475943
1859,0.512219
1860,0.632788
1861,0.552854
1862,2.249398
1863,3.934436
1864,3.469309
1865,1.375342
1866,5.428101
1867,4.351404
1868,3.839266
1869,4.105923
1870,4.311748
1871,3.370073
