id,error
956,3.633983
957,4.621185
958,5.237273
959,4.931949
960,1.913880
961,4.465990
962,1.646556
963,4.593483
964,3.745288
965,1.231862
966,2.554532
967,5.263807
968,1.031193
969,4.844411
970,5.112180
971,5.607885
972,5.243151
973,5.323744
974,2.416183
975,2.530319
976,4.842361
977,4.571546
978,2.360377
979,5.247638
980,5.791277
981,2.372665
982,3.643921
983,5.040649
984,3.124162
985,3.932273
986,3.088466
987,2.546461
988,4.354202
989,3.349213
990,4.014968
991,5.038464
992,4.050888
993,5.209531
994,4.582961
995,1.041221
996,3.227522
997,3.483597
998,1.885151
999,4.631773
1000,1.165155
1001,3.419842
1002,1.216723
1003,2.985225
1004,2.596385
1005,4.384930
1006,0.937156
1007,2.841510
1008,5.488944
1009,1.105550
1010,2.948218
1011,0.762999
1012,4.170618
1013,2.714435
1014,4.052139
1015,5.379873
1016,0.634000
1017,5.173194
1018,2.843347
1019,1.298142
1020,1.546289
1021,1.103090
1022,2.514856
1023,3.973382
1024,0.651990
1025,3.395062
1026,3.974985
1027,4.337348
1028,1.130176
1029,5.277674
1030,2.194952
1031,1.458597
1032,3.637654
1033,1.977521
1034,2.427369
1035,1.518761
1036,5.514572
1037,5.508313
1038,0.956465
1039,5.465836
1040,4.196713
1041,1.170258
1042,3.732410
1043,1.283710
1044,3.823292
1045,0.632189
1046,5.005795
1047,3.943552
1048,2.563704
1049,1.378017
1050,2.159485
1051,1.075740
1052,5.300953
1053,5.040998
1054,5.001453
1055,0.418825
1056,5.242685
1057,2.770562
1058,1.144635
1059,0.934133
1060,4.986734
1061,3.811193
1062,1.526577
1063,2.036638
1064,0.733822
1065,2.638724
1066,4.327946
1067,3.411942
1068,2.696365
1069,4.689363
1070,1.680081
1071,1.025656
1072,2.367027
1073,5.337795
1074,2.712794
1075,3.305308
1076,1.848633
1077,2.321696
1078,3.651527
1079,1.965688
1080,2.256023
1081,5.439504
1082,3.703827
1083,1.115637
1084,1.916448
1085,2.293242
1086,5.071288
1087,3.422472
1088,0.588524
1089,3.727997
1090,1.686135
1091,1.635302
1092,5.364800
1093,3.230175
1094,5.113454
1095,1.928311
1096,5.016909
1097,4.482674
1098,3.393493
1099,1.953296
1100,0.779077
1101,2.244694
1102,3.068152
1103,1.443797
1104,4.147362
1105,0.649479
1106,2.506746
1107,0.626016
1108,3.756756
1109,1.117793
1110,4.110813
1111,4.313535
1112,5.456026
1113,3.166534
1114,3.050002
1115,1.732374
1116,2.504777
1117,0.697709
1118,1.892444
1119,1.463323
1120,1.860072
1121,3.798312
1122,3.134421
1123,5.137403
1124,3.913246
1125,4.907946
1126,1.584713
1127,3.563544
1128,1.456568
1129,5.252910
1130,0.581853
1131,3.535307
1132,2.662348
1133,1.786578
1134,1.976656
1135,3.756609
1136,4.134271
1137,3.302481
1138,1.481666
1139,1.246035
1140,2.069082
1141,3.763812
1142,4.475742
1143,4.845717
1144,1.474926
1145,0.555541
1146,1.845350
1147,2.824845
1148,1.993328
1149,5.236143
1150,1.167432
1151,2.488537
1152,2.835553
1153,5.015314
1154,4.192200
1155,5.293146
1156,4.601423
1157,4.368084
1158,3.169189
1159,1.189805
1160,3.034515
1161,5.009967
1162,5.364367
1163,2.848835
1164,5.199631
1165,5.042430
1166,5.362307
1167,1.991390
1168,2.631776
1169,3.074078
1170,1.333008
1171,2.010295
1172,2.380522
1173,0.453865
1174,1.830357
1175,3.059877
1176,5.011805
1177,5.616737
1178,4.294542
1179,5.328903
1180,3.525927
1181,5.690773
1182,3.075549
1183,5.472047
1184,3.055378
1185,1.093467
1186,1.814940
1187,2.313703
1188,1.753167
1189,4.285073
1190,1.710384
1191,4.744183
1192,2.044146
1193,5.054152
1194,4.064254
1195,1.937449
1196,4.169311
1197,4.866354
1198,1.218921
1199,4.148975
1200,2.040677
1201,2.331862
1202,3.941451
1203,1.223826
1204,5.457046
1205,4.403003
1206,1.597407
1207,2.146950
1208,5.137936
1209,3.964797
1210,2.688915
1211,5.312992
1212,2.277018
1213,2.564400
1214,2.120776
1215,5.077822
1216,1.723611
1217,0.606724
1218,2.102266
1219,0.662376
1220,4.489016
1221,3.924926
1222,1.173318
1223,1.525211
1224,3.852099
1225,3.246088
1226,3.260787
1227,0.952587
1228,0.988456
1229,2.367635
1230,4.604248
1231,4.637965
1232,4.829182
1233,4.839779
1234,1.324218
1235,0.958641
1236,1.018920
1237,4.021765
1238,3.774370
1239,2.042303
1240,2.000678
1241,4.480638
1242,4.045541
1243,1.554692
1244,5.306595
1245,0.863490
1246,2.331892
1247,4.517100
1248,1.553060
1249,2.305040
1250,1.734300
1251,1.283270
1252,1.721968
1253,0.402771
1254,3.088301
1255,4.587858
1256,3.807388
1257,3.028616
1258,0.441889
1259,0.610876
1260,4.710126
1261,1.388794
1262,0.941951
1263,2.047345
1264,4.456422
1265,0.951026
1266,1.618109
1267,5.075270
1268,2.974803
1269,3.695392
1270,3.238757
1271,4.298696
1272,0.533252
1273,3.192668
1274,3.736289
1275,5.217212
1276,3.819497
1277,0.758738
1278,3.479164
1279,3.894177
1280,3.734061
1281,0.661127
1282,4.987441
1283,1.340650
1284,2.612358
1285,1.826864
1286,3.630859
1287,4.293436
1288,5.384753
1289,3.625802
1290,5.478481
1291,3.005485
1292,2.733013
1293,3.054386
1294,5.854123
1295,1.757571
1296,2.260211
1297,1.919168
1298,0.863476
1299,5.408153
1300,3.128396
1301,2.754427
1302,5.016667
1303,3.287986
1304,3.096465
1305,5.050811
1306,4.669075
1307,1.372928
1308,2.762392
1309,4.048791
1310,1.316502
1311,3.854665
1312,3.144610
1313,4.059530
1314,5.252306
1315,3.875673
1316,4.849174
1317,4.964402
1318,3.948294
1319,5.282506
1320,0.839436
1321,5.269222
1322,0.656996
1323,4.087827
1324,2.092910
1325,4.910789
1326,2.406498
1327,0.517582
1328,4.279645
1329,1.736559
1330,2.208849
1331,4.943504
1332,1.428087
1333,4.120553
1334,5.040736
1335,3.173112
1336,1.191977
1337,4.248029
1338,5.832448
1339,1.271807
1340,2.100897
1341,1.054345
1342,2.141206
1343,0.852065
1344,2.526135
1345,4.230307
1346,3.575109
1347,5.459926
1348,1.459517
1349,2.190132
1350,4.843823
1351,5.488802
1352,4.605763
1353,5.784062
1354,3.839786
1355,2.869171
1356,4.513021
1357,2.122246
1358,0.544523
1359,2.901069
1360,2.283982
1361,2.059996
1362,4.736355
1363,3.335491
1364,3.755154
1365,5.087954
1366,5.475181
1367,5.215319
1368,1.956658
1369,4.548775
1370,3.813754
1371,2.062598
1372,2.193206
1373,2.395004
1374,2.840027
1375,5.560835
1376,2.112241
1377,3.951006
1378,5.505635
1379,2.235890
1380,0.800755
1381,2.519858
1382,0.792554
1383,1.038445
1384,3.489807
1385,0.980582
1386,2.977038
1387,0.813715
1388,1.773101
1389,0.756760
1390,3.489815
1391,1.506726
1392,5.557052
1393,3.969653
1394,2.855374
1395,4.294595
1396,2.037270
1397,4.058171
1398,3.031204
1399,4.819883
1400,2.721275
1401,1.216855
1402,3.879863
1403,2.746359
1404,1.470738
1405,4.463088
1406,2.244600
1407,2.043329
1408,1.117418
1409,1.213262
1410,0.940623
1411,3.674417
1412,0.672938
1413,1.018511
1414,1.927548
1415,4.092154
1416,4.425519
1417,3.112452
1418,1.712738
1419,2.781687
1420,3.879423
1421,2.862889
1422,1.189502
1423,5.546681
1424,1.702494
1425,2.996134
1426,4.007834
1427,2.578370
1428,4.824619
1429,3.780794
1430,5.081515
1431,0.920720
1432,2.281727
1433,5.059326
1434,4.426833
1435,5.615742
1436,4.211334
1437,0.571946
1438,1.718875
1439,4.072416
1440,3.928898
1441,0.921477
1442,3.132316
1443,3.480644
1444,3.698563
1445,1.117192
1446,1.067711
1447,4.573848
1448,2.120265
1449,0.830555
1450,3.806286
1451,4.914149
1452,2.516421
1453,5.250643
1454,1.873846
1455,5.331966
1456,1.744213
1457,3.339271
1458,4.553836
1459,4.193553
1460,1.946833
1461,2.218440
1462,5.485013
1463,2.215091
1464,2.653588
1465,1.858477
1466,4.766534
1467,3.940482
1468,5.196693
1469,2.098622
1470,3.408426
1471,2.635219
1472,1.249689
1473,2.730596
1474,5.326344
1475,2.955963
1476,3.499938
1477,1.560190
1478,2.402079
1479,2.199426
1480,2.994556
1481,2.441263
1482,5.392479
1483,2.617415
1484,5.353181
1485,3.019847
1486,4.092684
1487,1.026272
1488,5.480627
1489,4.672683
1490,2.976133
1491,1.458209
1492,4.505727
1493,3.823159
1494,0.772944
1495,4.946151
1496,2.613778
1497,3.011117
1498,3.087573
1499,3.695148
1500,4.546563
1501,4.009456
1502,5.342943
1503,4.884477
1504,0.840445
1505,4.593936
1506,1.906354
1507,2.305210
1508,4.906569
1509,0.727447
1510,4.596955
1511,4.721661
1512,1.182581
1513,4.167113
1514,2.636683
1515,4.743348
1516,5.310086
1517,1.898662
1518,1.300006
1519,4.342252
1520,3.501971
1521,4.275163
1522,3.033434
1523,2.135647
1524,0.609556
1525,3.071221
1526,4.786045
1527,1.311954
1528,2.492806
1529,5.330467
1530,3.373481
1531,2.459707
1532,3.190103
1533,5.353587
1534,4.925173
1535,5.720033
1536,3.800885
1537,5.021239
1538,4.738941
1539,2.353095
1540,5.239665
1541,1.448867
1542,0.686056
1543,1.790511
1544,1.055553
1545,5.210108
1546,3.879030
1547,3.823214
1548,5.110687
1549,4.694374
1550,1.978580
1551,4.375550
1552,3.799362
1553,5.376530
1554,5.256770
1555,3.662723
1556,3.632893
1557,1.472314
1558,3.252717
1559,1.539890
1560,0.707192
1561,0.994379
1562,2.865550
1563,3.529391
1564,2.035313
1565,1.642508
1566,4.907585
1567,2.336331
1568,1.398144
1569,4.774352
1570,0.819447
1571,5.138133
1572,2.634184
1573,2.073997
1574,2.746766
1575,5.091180
1576,1.280981
1577,4.648239
1578,2.438532
1579,1.953987
1580,2.914496
1581,1.354687
1582,4.533466
1583,3.812892
1584,1.637859
1585,3.746246
1586,4.346568
1587,1.869745
1588,2.235244
1589,0.869619
1590,5.334273
1591,3.844903
1592,5.784657
1593,5.453095
1594,5.210458
1595,4.685032
1596,4.309530
1597,0.447152
1598,5.115009
1599,1.418001
1600,2.320349
1601,1.060590
1602,0.525189
1603,5.307878
1604,5.200622
1605,2.798578
1606,5.023681
1607,1.813023
1608,0.464554
1609,2.860834
1610,2.538230
1611,2.361075
1612,0.690243
1613,5.228685
1614,1.392454
1615,4.935634
1616,1.146866
1617,2.371654
1618,0.942373
1619,2.506013
1620,2.277015
1621,1.128495
1622,2.463014
1623,1.288795
1624,1.526957
1625,4.743921
1626,1.227974
1627,1.184829
1628,2.475201
1629,2.926462
1630,4.429712
1631,0.709981
1632,3.628762
1633,5.271738
1634,2.803940
1635,4.919323
1636,2.058546
1637,1.525310
1638,2.989501
1639,3.844965
1640,2.372663
1641,1.233198
1642,2.704360
1643,4.989039
1644,3.441309
1645,3.584365
1646,0.877636
1647,0.733770
1648,3.303856
1649,5.040128
1650,5.018088
1651,4.152270
1652,2.284432
1653,1.849107
1654,5.055786
1655,1.916032
1656,2.421548
1657,3.910872
1658,4.251947
1659,4.482049
1660,3.865096
1661,3.492418
1662,5.043962
1663,4.460733
1664,1.093316
1665,1.827573
1666,5.336380
1667,5.012614
1668,3.835467
1669,3.138125
1670,3.675004
1671,4.281219
1672,1.597842
1673,3.915332
1674,3.645009
1675,1.575936
1676,5.336744
1677,0.987119
1678,3.087639
1679,4.011639
1680,2.302954
1681,4.709951
1682,4.760680
1683,1.999520
1684,3.896166
1685,3.518502
1686,5.368939
1687,1.572231
1688,1.294150
1689,2.208902
1690,2.419352
1691,3.999302
1692,1.679705
1693,3.595577
1694,3.395002
1695,0.635651
1696,1.092411
1697,5.503053
1698,3.150553
1699,4.325620
1700,3.379469
1701,4.786831
1702,3.160361
1703,2.664039
1704,3.319538
1705,3.519277
1706,2.830425
1707,1.191674
1708,3.702899
1709,5.379266
1710,0.963991
1711,3.399452
1712,3.352226
1713,4.335052
1714,2.742320
1715,1.611466
1716,1.022913
1717,0.797830
1718,4.157493
1719,1.754095
1720,1.184851
1721,3.098092
1722,1.148736
1723,2.204484
1724,2.279329
1725,2.440059
1726,1.552743
1727,4.419627
1728,3.878115
1729,4.260816
1730,4.110931
1731,2.532873
1732,5.086538
1733,3.295748
1734,3.039494
1735,0.703938
1736,1.556310
1737,2.744641
1738,4.189540
1739,1.902911
1740,3.997240
1741,3.419419
1742,3.952926
1743,1.265945
1744,2.293905
1745,4.401686
1746,2.992655
1747,2.967758
1748,2.336306
1749,5.178410
1750,1.602465
1751,5.027861
1752,4.367860
1753,2.518224
1754,5.098797
1755,4.319348
1756,1.948329
1757,0.624965
1758,1.513500
1759,3.866718
1760,0.465060
1761,2.004516
1762,4.713680
1763,2.089973
1764,4.271507
1765,1.321201
1766,1.355193
1767,5.223727
1768,4.043912
1769,2.638867
1770,0.923241
1771,1.254768
1772,4.892758
1773,5.014722
1774,3.032898
1775,0.554319
1776,4.855417
1777,5.945236
1778,5.215152
1779,5.358643
1780,0.846301
1781,4.847121
1782,2.221678
1783,5.418768
1784,4.226253
1785,5.131557
1786,1.152894
1787,1.287534
1788,5.285198
1789,1.297381
1790,2.540574
1791,0.831193
1792,2.127059
1793,2.475502
1794,4.191008
1795,0.946773
1796,4.552496
1797,1.621032
1798,1.776615
1799,1.952503
1800,2.152554
1801,3.197041
1802,2.136630
1803,0.780614
1804,4.912724
1805,3.278241
1806,1.886664
1807,4.769765
1808,4.778767
1809,5.303562
1810,4.227418
1811,0.998067
1812,2.098568
1813,1.234148
1814,1.446846
1815,3.599649
1816,5.253402
1817,1.169977
1818,1.663342
1819,1.849053
1820,2.293260
1821,3.983625
1822,2.943396
1823,3.066173
1824,0.582446
1825,5.029091
1826,3.867107
1827,2.847016
1828,3.484842
1829,2.620985
1830,0.916361
1831,0.486057
1832,1.729755
1833,4.783369
1834,1.370331
1835,2.542096
1836,1.739066
1837,2.954694
1838,1.210226
1839,0.720991
1840,4.784779
1841,2.227086
1842,4.268213
1843,5.082828
1844,3.140795
1845,3.283121
1846,0.924923
1847,3.307211
1848,3.745228
1849,1.457524
1850,2.304095
1851,1.567064
1852,4.832907
1853,4.184927
1854,3.053589
1855,1.302855
1856,1.912687
1857,4.414843
1858,4.484870
1859,0.505580
1860,0.633529
1861,1.111046
1862,2.267688
1863,3.881960
1864,3.589933
1865,1.554998
1866,5.382373
1867,4.372178
1868,3.845598
1869,4.031524
1870,4.305109
1871,3.388363
